FECHA,AMAZONAS,ANCASH,APURIMAC,AREQUIPA,AYACUCHO,CAJAMARCA,CALLAO,CUSCO,HUANCAVELICA,HUANUCO,ICA,JUNIN,LA LIBERTAD,LAMBAYEQUE,LIMA,LIMA REGION,LORETO,MADRE DE DIOS,MOQUEGUA,PASCO,PIURA,PUNO,SAN MARTIN,TACNA,TUMBES,UCAYALI,PERÚ
2020-06-14,16.0,90.0,1.0,19.0,9.0,23.0,151.0,9.0,6.0,27.0,28.0,55.0,72.0,39.0,1501.0,178.0,17.0,7.0,3.0,13.0,117.0,9.0,17.0,2.0,18.0,30.0,2457.0
2020-06-15,199.0,114.0,4.0,97.0,60.0,45.0,131.0,15.0,14.0,67.0,124.0,62.0,223.0,179.0,2096.0,231.0,99.0,65.0,14.0,24.0,359.0,11.0,55.0,27.0,86.0,44.0,4445.0
2020-06-16,69.0,121.0,1.0,90.0,28.0,20.0,100.0,13.0,3.0,50.0,90.0,57.0,128.0,127.0,1645.0,261.0,64.0,106.0,4.0,6.0,189.0,8.0,152.0,13.0,69.0,45.0,3459.0
2020-06-17,62.0,100.0,8.0,168.0,41.0,58.0,230.0,23.0,4.0,43.0,174.0,100.0,250.0,201.0,1611.0,259.0,115.0,44.0,2.0,4.0,243.0,11.0,86.0,22.0,98.0,53.0,4010.0
2020-06-18,35.0,129.0,6.0,72.0,43.0,61.0,249.0,13.0,3.0,86.0,79.0,86.0,144.0,164.0,1516.0,158.0,149.0,24.0,5.0,14.0,227.0,8.0,139.0,9.0,45.0,49.0,3513.0
2020-06-19,102.0,105.0,4.0,118.0,77.0,48.0,185.0,21.0,7.0,61.0,106.0,39.0,218.0,179.0,1288.0,189.0,153.0,64.0,7.0,18.0,278.0,15.0,136.0,23.0,44.0,132.0,3617.0
2020-06-20,47.0,104.0,26.0,75.0,23.0,55.0,144.0,35.0,11.0,40.0,126.0,85.0,193.0,107.0,1547.0,268.0,117.0,43.0,11.0,10.0,206.0,11.0,170.0,23.0,68.0,65.0,3610.0
2020-06-21,13.0,59.0,25.0,118.0,12.0,15.0,86.0,1.0,4.0,25.0,45.0,28.0,70.0,50.0,578.0,92.0,16.0,5.0,4.0,2.0,41.0,12.0,17.0,1.0,22.0,131.0,1472.0
2020-06-22,47.0,117.0,6.0,115.0,35.0,77.0,131.0,16.0,6.0,34.0,204.0,93.0,245.0,174.0,1785.0,457.0,263.0,42.0,4.0,7.0,246.0,23.0,177.0,11.0,48.0,73.0,4436.0
2020-06-23,46.0,119.0,11.0,189.0,48.0,74.0,93.0,29.0,13.0,46.0,170.0,79.0,247.0,116.0,1661.0,186.0,133.0,56.0,11.0,13.0,206.0,19.0,169.0,13.0,56.0,53.0,3856.0
2020-06-24,174.0,127.0,5.0,231.0,53.0,93.0,97.0,14.0,19.0,75.0,147.0,62.0,203.0,257.0,1791.0,260.0,40.0,44.0,22.0,11.0,180.0,15.0,182.0,18.0,95.0,22.0,4237.0
2020-06-25,59.0,102.0,8.0,155.0,31.0,78.0,191.0,18.0,11.0,62.0,142.0,102.0,180.0,142.0,1955.0,228.0,81.0,77.0,12.0,13.0,212.0,4.0,241.0,28.0,78.0,98.0,4308.0
2020-06-26,52.0,113.0,18.0,166.0,30.0,86.0,215.0,41.0,4.0,59.0,211.0,90.0,227.0,256.0,1779.0,173.0,90.0,80.0,15.0,20.0,251.0,23.0,299.0,32.0,72.0,110.0,4512.0
